Locus_a,Symbol_a,Gene_ID_a,WormBase_ID_a,Locus_b,Symbol_b,Gene_ID_b,WormBase_ID_b,RSPGM_Score,Pubmed_ID,Author,BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F28B12.2,egl-44,174005,WBGene00001208,M01D1.2,math-34,173482,WBGene00019699,0.004333858,16777607,"Deplancke B, et al. (2006)",-,-,GeneOrienteer,-,-,-,WormBase
F28B12.2,egl-44,174005,WBGene00001208,W06D12.3,fat-5,180162,WBGene00001397,0.001351968,16777607,"Deplancke B, et al. (2006)",-,-,GeneOrienteer,-,-,-,WormBase
F28B12.2,egl-44,174005,WBGene00001208,ZK678.1,lin-15A,181663,WBGene00023498,0.007090781,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
F28B12.3,vrk-1,174004,WBGene00017895,Y55F3BR.8,lem-4,176911,WBGene00021945,0.004260588,22770216,"Asencio C, et al. (2012)",-,-,-,IntAct,-,-,-
F28B4.2,rgl-1,180611,WBGene00017891,ZK792.6,let-60,178104,WBGene00002335,0.000607533,10615043|14704431|19123269,"Walhout AJ, et al. (2000)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
F28C1.1,-,179705,WBGene00009200,Y53C12A.2,glt-5,174530,WBGene00001623,0.000535508,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F28C10.1,-,185050,WBGene00017896,F52E4.7,sec-3,180598,WBGene00018703,0.000462652,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F28C6.1,aptf-4,174376,WBGene00009202,T12D8.7,taf-9,176798,WBGene00006391,0.003186079,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
F28C6.1,aptf-4,174376,WBGene00009202,T21B10.1,mrpl-50,174422,WBGene00011883,6.01e-005,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F28C6.1,aptf-4,174376,WBGene00009202,Y62E10A.17,aptf-2,190458,WBGene00013383,0.006058621,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F28C6.1,aptf-4,174376,WBGene00009202,ZK563.6,acp-1,180627,WBGene00022770,8.55e-005,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F28C6.2,aptf-3,185047,WBGene00009203,F38A6.3,hif-1,180359,WBGene00001851,0.032459038,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
F28C6.2,aptf-3,185047,WBGene00009203,K06A1.4,nhr-22,174066,WBGene00003621,0.018810726,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
F28C6.2,aptf-3,185047,WBGene00009203,K08E3.8,mdt-29,176817,WBGene00007025,0.002223222,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
F28C6.2,aptf-3,185047,WBGene00009203,T11B7.4,alp-1,177701,WBGene00001132,0.065673696,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F28C6.2,aptf-3,185047,WBGene00009203,T22H9.4,dmd-8,188771,WBGene00020708,0.22936104,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
F28C6.2,aptf-3,185047,WBGene00009203,T24B8.6,hlh-3,174447,WBGene00001950,0.012275116,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
F28C6.2,aptf-3,185047,WBGene00009203,T28F12.2,unc-62,178845,WBGene00006796,0.27718116,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
F28C6.2,aptf-3,185047,WBGene00009203,Y51H4A.4,zip-7,178459,WBGene00013100,0.18513441,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
F28C6.2,aptf-3,185047,WBGene00009203,Y62E10A.17,aptf-2,190458,WBGene00013383,0.070341379,19123269|23791784,"Simonis N, et al. (2009)|Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,WI8,-
F28D1.10,gex-3,178191,WBGene00001580,F56A11.1,gex-2,176885,WBGene00001579,4.84e-007,11877381,"Soto MC, et al. (2002)",-,-,-,IntAct,-,-,-
F28D1.2,-,178186,WBGene00009212,F32B4.4,-,185193,WBGene00009314,0.050055586,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F28D1.2,-,178186,WBGene00009212,F39H2.4,syp-3,172667,WBGene00006377,0.02550732,12445390|14704431|19123269,"Walhout AJ, et al. (2002)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
F28D1.2,-,178186,WBGene00009212,F40A3.6,-,185508,WBGene00018221,0.011595159,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F28D1.2,-,178186,WBGene00009212,H02I12.5,-,178064,WBGene00010353,0.02191837,12445390|14704431,"Walhout AJ, et al. (2002)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
F28D1.2,-,178186,WBGene00009212,K02E10.2,hid-1,180553,WBGene00001844,0.01601505,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F28D1.2,-,178186,WBGene00009212,K12F2.2,vab-8,179675,WBGene00006874,0.0249737,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F28D1.2,-,178186,WBGene00009212,T05C12.6,mig-5,174317,WBGene00003241,0.34982835,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F28D1.2,-,178186,WBGene00009212,T17H7.4,pat-12,175227,WBGene00003936,0.18724856,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F28D1.2,-,178186,WBGene00009212,T27F2.1,skp-1,179598,WBGene00004806,0.010082919,12445390|14704431|19123269,"Walhout AJ, et al. (2002)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
F28D1.2,-,178186,WBGene00009212,W07B3.2,gei-4,175195,WBGene00001561,0.13479251,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F28D1.2,-,178186,WBGene00009212,Y37A1B.1,lst-3,178362,WBGene00003085,0.024567303,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F28D1.2,-,178186,WBGene00009212,Y49F6B.4,smu-2,173693,WBGene00004896,0.002375155,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F28D1.2,-,178186,WBGene00009212,Y87G2A.7,-,173226,WBGene00013596,0.000961566,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F28D1.2,-,178186,WBGene00009212,ZK484.4,-,172287,WBGene00022750,0.000961566,12445390|14704431|19123269,"Walhout AJ, et al. (2002)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
F28D1.7,rps-23,178188,WBGene00004492,T27F2.3,bir-1,179597,WBGene00000249,0.008567841,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F28D9.4,-,173012,WBGene00009220,Y51H4A.8,-,190148,WBGene00013104,0.004071759,-,,-,-,GeneOrienteer,-,-,-,-
F28F5.3,lim-8,175952,WBGene00017904,F42G4.3,zyx-1,174951,WBGene00006999,0.024753006,23427270,"Lecroisey C, et al. (2013)",BioGRID,-,-,-,-,-,-
F28F5.3,lim-8,175952,WBGene00017904,F47G9.4,-,179566,WBGene00009831,0.002335979,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
F28F5.3,lim-8,175952,WBGene00017904,K01A6.2,magi-1,178107,WBGene00010444,0.031105139,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
F28F5.3,lim-8,175952,WBGene00017904,K07D4.7,ephx-1,173742,WBGene00019487,0.05442106,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",-,DIP,-,IntAct,MINT,WI8,WormBase
F28F5.3,lim-8,175952,WBGene00017904,R151.2,-,176016,WBGene00020107,0.009735198,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
F28F5.3,lim-8,175952,WBGene00017904,T11B7.4,alp-1,177701,WBGene00001132,0.50570428,14704431|19123269|23549480,"Li S, et al. (2004)|Simonis N, et al. (2009)|Xin X, et al. (2013)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F28F5.3,lim-8,175952,WBGene00017904,T17H7.4,pat-12,175227,WBGene00003936,0.095303493,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F28F5.3,lim-8,175952,WBGene00017904,Y37A1B.17,-,4926960,WBGene00044989,0.13006493,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F28F5.3,lim-8,175952,WBGene00017904,Y45F10D.13,sorb-1,3565590,WBGene00012891,0.26015939,19447967,"Xin X, et al. (2009)",BioGRID,-,-,IntAct,-,-,-
F28F5.3,lim-8,175952,WBGene00017904,Y57G11C.24,eps-8,178411,WBGene00001330,0.097988181,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F28F5.3,lim-8,175952,WBGene00017904,ZK849.1,-,173288,WBGene00014100,0.080750983,14704431,"Li S, et al. (2004)",BioGRID,-,GeneOrienteer,-,-,-,-
F28F5.3,lim-8,175952,WBGene00017904,ZK849.2,gopc-1,3565651,WBGene00014101,0.14966569,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",-,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F28F8.3,lsm-5,180047,WBGene00003079,F35G2.2,marb-1,178169,WBGene00009436,0.002421939,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F28F8.3,lsm-5,180047,WBGene00003079,ZK593.7,lsm-7,177988,WBGene00003081,3.27e-005,11731503|19123269,"Matthews LR, et al. (2001)|Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F28F8.6,atx-3,180049,WBGene00006446,K06A4.5,haao-1,179329,WBGene00010595,0.001230269,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F28F8.6,atx-3,180049,WBGene00006446,T05H10.5,ufd-2,174295,WBGene00006734,0.011121331,21317884,"Kuhlbrodt K, et al. (2011)",BioGRID,-,-,-,-,-,-
F28F9.1,zag-1,177144,WBGene00006970,F33H1.1,daf-19,174577,WBGene00000914,0.000382258,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
F28F9.1,zag-1,177144,WBGene00006970,F54F2.5,ztf-1,176236,WBGene00018833,0.044117428,16777607,"Deplancke B, et al. (2006)",-,-,GeneOrienteer,-,-,-,WormBase
F28F9.1,zag-1,177144,WBGene00006970,T18D3.2,odr-7,181403,WBGene00003854,0.010608674,16777607,"Deplancke B, et al. (2006)",-,-,GeneOrienteer,-,-,-,WormBase
F28F9.1,zag-1,177144,WBGene00006970,T23G4.1,tlp-1,178338,WBGene00006580,0.003149271,16777607,"Deplancke B, et al. (2006)",-,-,GeneOrienteer,-,-,-,WormBase
F28H1.1,-,171987,WBGene00017908,W06F12.1,lit-1,176808,WBGene00003048,0.024627231,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F28H1.3,aars-2,171985,WBGene00000197,R05D3.7,unc-116,176179,WBGene00006840,0.006332035,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
F28H1.3,aars-2,171985,WBGene00000197,Y105E8B.1,lev-11,173319,WBGene00002978,0.015241272,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
F28H6.1,akt-2,181524,WBGene00000103,F53G12.10,rpl-7,171602,WBGene00004418,0.045479214,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F28H6.1,akt-2,181524,WBGene00000103,H42K12.1,pdk-1,180475,WBGene00003965,0.02441863,15068796,"Hertweck M, et al. (2004)",-,-,-,IntAct,-,-,-
F28H6.1,akt-2,181524,WBGene00000103,K08C7.1,-,177953,WBGene00010646,0.001355821,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F28H6.1,akt-2,181524,WBGene00000103,R13H8.1,daf-16,172981,WBGene00000912,0.06943403,15068796|18358814,"Hertweck M, et al. (2004)|Tullet JM, et al. (2008)",-,-,-,IntAct,-,-,-
F28H6.1,akt-2,181524,WBGene00000103,T19E7.2,skn-1,177343,WBGene00004804,0.011819684,18358814,"Tullet JM, et al. (2008)",-,-,-,IntAct,-,-,-
F28H6.1,akt-2,181524,WBGene00000103,T28C6.7,-,177697,WBGene00012121,0.053428168,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F28H6.1,akt-2,181524,WBGene00000103,W09C3.6,gsp-3,172082,WBGene00021113,0.001355821,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F28H6.1,akt-2,181524,WBGene00000103,W10G6.2,sgk-1,181697,WBGene00004789,0.030189755,15068796,"Hertweck M, et al. (2004)",-,-,-,IntAct,-,-,-
F28H6.1,akt-2,181524,WBGene00000103,Y38F2AR.7,ppgn-1,177021,WBGene00021425,0.001355821,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F28H6.2,ceh-89,181523,WBGene00009231,T07C4.6,tbx-9,176449,WBGene00006546,0.81885587,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
F28H7.2,-,185096,WBGene00009236,R06F6.5,npp-19,174663,WBGene00003805,0.000578188,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,MINT,-,-
F28H7.8,-,185099,WBGene00009241,K06A1.5,atg-16.2,174067,WBGene00019427,0.004911459,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F29A7.3,-,185103,WBGene00017913,W03G9.4,app-1,172118,WBGene00000155,0.007672687,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F29B9.2,jmjd-1.2,177232,WBGene00017920,T10C6.13,his-2,180074,WBGene00001876,6.62e-005,21251613,"Xu W, et al. (2011)",-,-,-,IntAct,-,-,-
F29B9.4,psr-1,177229,WBGene00004205,F36G3.1,-,181191,WBGene00009482,0.013412785,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F29B9.4,psr-1,177229,WBGene00004205,Y106G6E.5,ced-12,172890,WBGene00000426,0.004434416,14645848,"Wang X, et al. (2003)",BioGRID,-,-,-,-,-,-
F29B9.4,psr-1,177229,WBGene00004205,Y39B6A.34,-,180245,WBGene00012693,0.006214104,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F29B9.4,psr-1,177229,WBGene00004205,Y54E2A.3,tac-1,175133,WBGene00006381,0.086716254,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F29B9.4,psr-1,177229,WBGene00004205,Y75B8A.1,php-3,176640,WBGene00004024,0.017733487,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F29B9.6,ubc-9,3565767,WBGene00006706,K04C2.4,brd-1,175959,WBGene00000265,0.026644839,14704431|14711411|19123269,"Li S, et al. (2004)|Boulton SJ, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,-,WI8,-
F29B9.6,ubc-9,3565767,WBGene00006706,K12C11.2,smo-1,266820,WBGene00004888,0.40404902,11731503|14704431|14711411|19123269,"Matthews LR, et al. (2001)|Li S, et al. (2004)|Boulton SJ, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,-,WI8,-
F29B9.6,ubc-9,3565767,WBGene00006706,R05F9.1,btbd-10,173847,WBGene00019888,0.035514759,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F29B9.6,ubc-9,3565767,WBGene00006706,W04D2.1,atn-1,179709,WBGene00000228,0.16693689,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F29B9.6,ubc-9,3565767,WBGene00006706,W10D5.3,gei-17,172733,WBGene00001574,0.033984352,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F29B9.6,ubc-9,3565767,WBGene00006706,Y43C5A.6,rad-51,177914,WBGene00004297,0.01203724,11731503|11778048|14711411|19123269,"Matthews LR, et al. (2001)|Boulton SJ, et al. (2002)|Boulton SJ, et al. (2004)|Simonis N, et al. (2009)",-,-,-,IntAct,MINT,WI8,-
F29B9.6,ubc-9,3565767,WBGene00006706,Y57A10A.8,-,190336,WBGene00013253,0.029871979,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F29B9.6,ubc-9,3565767,WBGene00006706,ZK858.4,mel-26,172737,WBGene00003209,0.63055009,23918937,"Gomes JE, et al. (2013)",-,-,-,IntAct,-,-,-
F29C12.1,pqn-32,174955,WBGene00004120,K09B11.9,uso-1,178311,WBGene00010713,0.060470428,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F29C12.4,gfm-1,174956,WBGene00009246,T01G9.2,-,172609,WBGene00011344,0.005375171,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F29C4.1,daf-1,176829,WBGene00000897,Y38C1AA.6,-,189640,WBGene00021397,3.23e-005,19123269,"Simonis N, et al. (2009)",-,-,-,-,-,WI8,-
F29D10.4,hum-1,172698,WBGene00002035,F40F12.5,cyld-1,176401,WBGene00009594,0.006401569,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29D10.4,hum-1,172698,WBGene00002035,F43B10.2,tag-343,181722,WBGene00018374,0.026918152,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29D10.4,hum-1,172698,WBGene00002035,T01G9.2,-,172609,WBGene00011344,1.39e-005,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F29D10.4,hum-1,172698,WBGene00002035,T20F5.6,-,171978,WBGene00020628,0.009232312,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29D10.4,hum-1,172698,WBGene00002035,T20H4.3,pars-1,176024,WBGene00004189,0.002539964,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F29D10.4,hum-1,172698,WBGene00002035,Y44E3A.4,-,171906,WBGene00021549,0.036120786,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29D10.4,hum-1,172698,WBGene00002035,Y53C12B.3,nos-3,174535,WBGene00003785,0.005071502,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29D10.4,hum-1,172698,WBGene00002035,ZK524.3,lars-2,172499,WBGene00003074,0.000545331,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F29F11.1,sqv-4,179484,WBGene00005022,F35G12.9,apc-11,175604,WBGene00000145,0.018481262,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,MINT,-,-
F29F11.1,sqv-4,179484,WBGene00005022,F37B1.4,gst-15,185410,WBGene00001763,0.066521387,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F29F11.1,sqv-4,179484,WBGene00005022,F44D12.4,gipc-2,177865,WBGene00009681,0.007010413,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
F29F11.1,sqv-4,179484,WBGene00005022,F56D12.4,jip-1,173513,WBGene00002176,0.025640048,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29F11.1,sqv-4,179484,WBGene00005022,K07D4.7,ephx-1,173742,WBGene00019487,0.15267651,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29F11.1,sqv-4,179484,WBGene00005022,K10B3.10,spc-1,180603,WBGene00004951,0.021019827,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29F11.1,sqv-4,179484,WBGene00005022,K12C11.2,smo-1,266820,WBGene00004888,0.001733136,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F29F11.1,sqv-4,179484,WBGene00005022,R06A4.4,imb-2,175094,WBGene00002076,0.005000818,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,MINT,-,-
F29F11.1,sqv-4,179484,WBGene00005022,R07E3.7,-,187679,WBGene00011108,0.001778028,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F29F11.1,sqv-4,179484,WBGene00005022,Y116A8C.36,itsn-1,178491,WBGene00006405,0.26832287,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29F11.1,sqv-4,179484,WBGene00005022,Y37A1B.17,-,4926960,WBGene00044989,0.3380264,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29F11.1,sqv-4,179484,WBGene00005022,Y92H12A.1,src-1,171722,WBGene00005077,0.10899348,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29F11.1,sqv-4,179484,WBGene00005022,ZK470.5,nck-1,180690,WBGene00006410,0.10783912,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29F11.5,ceh-22,179485,WBGene00000445,F38A6.1,pha-4,180357,WBGene00004013,0.10920931,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
F29F11.5,ceh-22,179485,WBGene00000445,Y47D3A.6,tra-1,176548,WBGene00006604,0.044147411,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
F29F11.6,gsp-1,179486,WBGene00001747,K02A11.1,gfi-2,172825,WBGene00001582,0.000475002,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F29F11.6,gsp-1,179486,WBGene00001747,W05H7.4,zfp-3,180479,WBGene00021047,0.01261473,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F29F11.6,gsp-1,179486,WBGene00001747,Y32H12A.4,szy-2,175738,WBGene00021312,0.00633119,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F29G6.2,-,185121,WBGene00009258,T17H7.4,pat-12,175227,WBGene00003936,0.0173187,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F29G6.3,hpo-34,181340,WBGene00009259,F30A10.8,stn-1,266844,WBGene00006062,0.003473788,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
F29G6.3,hpo-34,181340,WBGene00009259,F32A5.6,prx-13,174192,WBGene00004198,0.22383679,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29G6.3,hpo-34,181340,WBGene00009259,F42G2.3,fbxc-20,173595,WBGene00018352,0.010344224,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
F29G6.3,hpo-34,181340,WBGene00009259,F49B2.5,src-2,173296,WBGene00005078,0.23000189,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29G6.3,hpo-34,181340,WBGene00009259,F49E2.2,-,181177,WBGene00009886,0.080086177,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29G6.3,hpo-34,181340,WBGene00009259,K07D4.7,ephx-1,173742,WBGene00019487,0.28280961,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29G6.3,hpo-34,181340,WBGene00009259,K11D2.3,unc-101,173121,WBGene00006829,0.005104407,10615043|14704431|19123269,"Walhout AJ, et al. (2000)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
F29G6.3,hpo-34,181340,WBGene00009259,M79.1,abl-1,181261,WBGene00000018,0.18576153,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29G6.3,hpo-34,181340,WBGene00009259,T01D1.6,abu-11,173404,WBGene00000034,0.08903668,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F29G6.3,hpo-34,181340,WBGene00009259,T04C9.1,-,175849,WBGene00020209,0.25984299,19447967|23549480,"Xin X, et al. (2009)|Xin X, et al. (2013)",BioGRID,-,-,IntAct,-,-,-
F29G6.3,hpo-34,181340,WBGene00009259,T04D1.3,unc-57,172078,WBGene00006791,0.42689356,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29G6.3,hpo-34,181340,WBGene00009259,T11B7.4,alp-1,177701,WBGene00001132,0.11346938,14704431|19123269|23549480,"Li S, et al. (2004)|Simonis N, et al. (2009)|Xin X, et al. (2013)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F29G6.3,hpo-34,181340,WBGene00009259,W09H1.6,lec-1,174964,WBGene00002264,0.074913416,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F29G6.3,hpo-34,181340,WBGene00009259,Y116A8C.36,itsn-1,178491,WBGene00006405,0.48350265,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29G6.3,hpo-34,181340,WBGene00009259,Y37A1B.17,-,4926960,WBGene00044989,0.53369426,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29G6.3,hpo-34,181340,WBGene00009259,Y44E3A.4,-,171906,WBGene00021549,0.001031975,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29G6.3,hpo-34,181340,WBGene00009259,Y69H2.3,-,180221,WBGene00013481,0.85612395,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
F29G6.3,hpo-34,181340,WBGene00009259,Y92H12A.1,src-1,171722,WBGene00005077,0.053861347,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29G6.3,hpo-34,181340,WBGene00009259,ZK1067.7,abu-14,174464,WBGene00004174,0.39672459,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
F29G6.3,hpo-34,181340,WBGene00009259,ZK470.5,nck-1,180690,WBGene00006410,0.19403114,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
F29G6.3,hpo-34,181340,WBGene00009259,ZK892.1,lec-3,174557,WBGene00002266,0.001220571,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,-
